code,note,prj4,prj_method
4536,CGCS2000 / 3-degree Gauss-Kruger CM 81E,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4537,CGCS2000 / 3-degree Gauss-Kruger CM 84E,+proj=tmerc +lat_0=0 +lon_0=84 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4538,CGCS2000 / 3-degree Gauss-Kruger CM 87E,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4539,CGCS2000 / 3-degree Gauss-Kruger CM 90E,+proj=tmerc +lat_0=0 +lon_0=90 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4540,CGCS2000 / 3-degree Gauss-Kruger CM 93E,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4541,CGCS2000 / 3-degree Gauss-Kruger CM 96E,+proj=tmerc +lat_0=0 +lon_0=96 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4542,CGCS2000 / 3-degree Gauss-Kruger CM 99E,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4543,CGCS2000 / 3-degree Gauss-Kruger CM 102E,+proj=tmerc +lat_0=0 +lon_0=102 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4544,CGCS2000 / 3-degree Gauss-Kruger CM 105E,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4545,CGCS2000 / 3-degree Gauss-Kruger CM 108E,+proj=tmerc +lat_0=0 +lon_0=108 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4546,CGCS2000 / 3-degree Gauss-Kruger CM 111E,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4547,CGCS2000 / 3-degree Gauss-Kruger CM 114E,+proj=tmerc +lat_0=0 +lon_0=114 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4548,CGCS2000 / 3-degree Gauss-Kruger CM 117E,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4549,CGCS2000 / 3-degree Gauss-Kruger CM 120E,+proj=tmerc +lat_0=0 +lon_0=120 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4550,CGCS2000 / 3-degree Gauss-Kruger CM 123E,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4551,CGCS2000 / 3-degree Gauss-Kruger CM 126E,+proj=tmerc +lat_0=0 +lon_0=126 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4552,CGCS2000 / 3-degree Gauss-Kruger CM 129E,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4553,CGCS2000 / 3-degree Gauss-Kruger CM 132E,+proj=tmerc +lat_0=0 +lon_0=132 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4554,CGCS2000 / 3-degree Gauss-Kruger CM 135E,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4559,RRAF 1991 / UTM zone 20N,+proj=utm +zone=20 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4568,New Beijing / Gauss-Kruger zone 13,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=13500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4569,New Beijing / Gauss-Kruger zone 14,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=14500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4570,New Beijing / Gauss-Kruger zone 15,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=15500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4571,New Beijing / Gauss-Kruger zone 16,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=16500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4572,New Beijing / Gauss-Kruger zone 17,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=17500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4573,New Beijing / Gauss-Kruger zone 18,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=18500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4574,New Beijing / Gauss-Kruger zone 19,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=19500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4575,New Beijing / Gauss-Kruger zone 20,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=20500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4576,New Beijing / Gauss-Kruger zone 21,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=21500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4577,New Beijing / Gauss-Kruger zone 22,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=22500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4578,New Beijing / Gauss-Kruger zone 23,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=23500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4579,New Beijing / Gauss-Kruger CM 75E,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4580,New Beijing / Gauss-Kruger CM 81E,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4581,New Beijing / Gauss-Kruger CM 87E,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4582,New Beijing / Gauss-Kruger CM 93E,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4583,New Beijing / Gauss-Kruger CM 99E,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4584,New Beijing / Gauss-Kruger CM 105E,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4585,New Beijing / Gauss-Kruger CM 111E,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4586,New Beijing / Gauss-Kruger CM 117E,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4587,New Beijing / Gauss-Kruger CM 123E,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4588,New Beijing / Gauss-Kruger CM 129E,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4589,New Beijing / Gauss-Kruger CM 135E,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4647,ETRS89 / UTM zone 32N (zE-N),+proj=tmerc +lat_0=0 +lon_0=9 +k=0.9996 +x_0=32500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4652,New Beijing / 3-degree Gauss-Kruger zone 25,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=25500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4653,New Beijing / 3-degree Gauss-Kruger zone 26,+proj=tmerc +lat_0=0 +lon_0=78 +k=1 +x_0=26500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4654,New Beijing / 3-degree Gauss-Kruger zone 27,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=27500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4655,New Beijing / 3-degree Gauss-Kruger zone 28,+proj=tmerc +lat_0=0 +lon_0=84 +k=1 +x_0=28500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4656,New Beijing / 3-degree Gauss-Kruger zone 29,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=29500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4766,New Beijing / 3-degree Gauss-Kruger zone 30,+proj=tmerc +lat_0=0 +lon_0=90 +k=1 +x_0=30500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4767,New Beijing / 3-degree Gauss-Kruger zone 31,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=31500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4768,New Beijing / 3-degree Gauss-Kruger zone 32,+proj=tmerc +lat_0=0 +lon_0=96 +k=1 +x_0=32500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4769,New Beijing / 3-degree Gauss-Kruger zone 33,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=33500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4770,New Beijing / 3-degree Gauss-Kruger zone 34,+proj=tmerc +lat_0=0 +lon_0=102 +k=1 +x_0=34500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4771,New Beijing / 3-degree Gauss-Kruger zone 35,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=35500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4772,New Beijing / 3-degree Gauss-Kruger zone 36,+proj=tmerc +lat_0=0 +lon_0=108 +k=1 +x_0=36500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4773,New Beijing / 3-degree Gauss-Kruger zone 37,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=37500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4774,New Beijing / 3-degree Gauss-Kruger zone 38,+proj=tmerc +lat_0=0 +lon_0=114 +k=1 +x_0=38500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4775,New Beijing / 3-degree Gauss-Kruger zone 39,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=39500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4776,New Beijing / 3-degree Gauss-Kruger zone 40,+proj=tmerc +lat_0=0 +lon_0=120 +k=1 +x_0=40500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4777,New Beijing / 3-degree Gauss-Kruger zone 41,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=41500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4778,New Beijing / 3-degree Gauss-Kruger zone 42,+proj=tmerc +lat_0=0 +lon_0=126 +k=1 +x_0=42500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4779,New Beijing / 3-degree Gauss-Kruger zone 43,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=43500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4780,New Beijing / 3-degree Gauss-Kruger zone 44,+proj=tmerc +lat_0=0 +lon_0=132 +k=1 +x_0=44500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4781,New Beijing / 3-degree Gauss-Kruger zone 45,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=45500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4782,New Beijing / 3-degree Gauss-Kruger CM 75E,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4783,New Beijing / 3-degree Gauss-Kruger CM 78E,+proj=tmerc +lat_0=0 +lon_0=78 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4784,New Beijing / 3-degree Gauss-Kruger CM 81E,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4785,New Beijing / 3-degree Gauss-Kruger CM 84E,+proj=tmerc +lat_0=0 +lon_0=84 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4786,New Beijing / 3-degree Gauss-Kruger CM 87E,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4787,New Beijing / 3-degree Gauss-Kruger CM 90E,+proj=tmerc +lat_0=0 +lon_0=90 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4788,New Beijing / 3-degree Gauss-Kruger CM 93E,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4789,New Beijing / 3-degree Gauss-Kruger CM 96E,+proj=tmerc +lat_0=0 +lon_0=96 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4790,New Beijing / 3-degree Gauss-Kruger CM 99E,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4791,New Beijing / 3-degree Gauss-Kruger CM 102E,+proj=tmerc +lat_0=0 +lon_0=102 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4792,New Beijing / 3-degree Gauss-Kruger CM 105E,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4793,New Beijing / 3-degree Gauss-Kruger CM 108E,+proj=tmerc +lat_0=0 +lon_0=108 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4794,New Beijing / 3-degree Gauss-Kruger CM 111E,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4795,New Beijing / 3-degree Gauss-Kruger CM 114E,+proj=tmerc +lat_0=0 +lon_0=114 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4796,New Beijing / 3-degree Gauss-Kruger CM 117E,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4797,New Beijing / 3-degree Gauss-Kruger CM 120E,+proj=tmerc +lat_0=0 +lon_0=120 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4798,New Beijing / 3-degree Gauss-Kruger CM 123E,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4799,New Beijing / 3-degree Gauss-Kruger CM 126E,+proj=tmerc +lat_0=0 +lon_0=126 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4800,New Beijing / 3-degree Gauss-Kruger CM 129E,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4812,New Beijing / 3-degree Gauss-Kruger CM 132E,+proj=tmerc +lat_0=0 +lon_0=132 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4822,New Beijing / 3-degree Gauss-Kruger CM 135E,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
4826,WGS 84 / Cape Verde National,+proj=lcc +lat_0=15.8333333333333 +lon_0=-24 +lat_1=15 +lat_2=16.6666666666667 +x_0=161587.83 +y_0=128511.202 +datum=WGS84 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
4839,ETRS89 / LCC Germany (N-E),+proj=lcc +lat_0=51 +lon_0=10.5 +lat_1=48.6666666666667 +lat_2=53.6666666666667 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
4855,ETRS89 / NTM zone 5,+proj=tmerc +lat_0=0 +lon_0=5.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4856,ETRS89 / NTM zone 6,+proj=tmerc +lat_0=0 +lon_0=6.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4857,ETRS89 / NTM zone 7,+proj=tmerc +lat_0=0 +lon_0=7.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4858,ETRS89 / NTM zone 8,+proj=tmerc +lat_0=0 +lon_0=8.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4859,ETRS89 / NTM zone 9,+proj=tmerc +lat_0=0 +lon_0=9.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4860,ETRS89 / NTM zone 10,+proj=tmerc +lat_0=0 +lon_0=10.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4861,ETRS89 / NTM zone 11,+proj=tmerc +lat_0=0 +lon_0=11.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4862,ETRS89 / NTM zone 12,+proj=tmerc +lat_0=0 +lon_0=12.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4863,ETRS89 / NTM zone 13,+proj=tmerc +lat_0=0 +lon_0=13.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4864,ETRS89 / NTM zone 14,+proj=tmerc +lat_0=0 +lon_0=14.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4865,ETRS89 / NTM zone 15,+proj=tmerc +lat_0=0 +lon_0=15.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4866,ETRS89 / NTM zone 16,+proj=tmerc +lat_0=0 +lon_0=16.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4867,ETRS89 / NTM zone 17,+proj=tmerc +lat_0=0 +lon_0=17.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4868,ETRS89 / NTM zone 18,+proj=tmerc +lat_0=0 +lon_0=18.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4869,ETRS89 / NTM zone 19,+proj=tmerc +lat_0=0 +lon_0=19.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4870,ETRS89 / NTM zone 20,+proj=tmerc +lat_0=0 +lon_0=20.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4871,ETRS89 / NTM zone 21,+proj=tmerc +lat_0=0 +lon_0=21.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4872,ETRS89 / NTM zone 22,+proj=tmerc +lat_0=0 +lon_0=22.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4873,ETRS89 / NTM zone 23,+proj=tmerc +lat_0=0 +lon_0=23.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4874,ETRS89 / NTM zone 24,+proj=tmerc +lat_0=0 +lon_0=24.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4875,ETRS89 / NTM zone 25,+proj=tmerc +lat_0=0 +lon_0=25.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4876,ETRS89 / NTM zone 26,+proj=tmerc +lat_0=0 +lon_0=26.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4877,ETRS89 / NTM zone 27,+proj=tmerc +lat_0=0 +lon_0=27.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4878,ETRS89 / NTM zone 28,+proj=tmerc +lat_0=0 +lon_0=28.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4879,ETRS89 / NTM zone 29,+proj=tmerc +lat_0=0 +lon_0=29.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
4880,ETRS89 / NTM zone 30,+proj=tmerc +lat_0=0 +lon_0=30.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5014,PTRA08 / UTM zone 25N,+proj=utm +zone=25 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5015,PTRA08 / UTM zone 26N,+proj=utm +zone=26 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5016,PTRA08 / UTM zone 28N,+proj=utm +zone=28 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5017,Lisbon 1890 / Portugal Bonne New,(null),Bonne (South Orientated)
5018,Lisbon / Portuguese Grid New,+proj=tmerc +lat_0=39.6666666666667 +lon_0=-8.13190611111111 +k=1 +x_0=0 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5041,"WGS 84 / UPS North (E,N)",+proj=stere +lat_0=90 +lon_0=0 +k=0.994 +x_0=2000000 +y_0=2000000 +datum=WGS84 +units=m +no_defs +type=crs,Polar Stereographic (variant A)
5042,"WGS 84 / UPS South (E,N)",+proj=stere +lat_0=-90 +lon_0=0 +k=0.994 +x_0=2000000 +y_0=2000000 +datum=WGS84 +units=m +no_defs +type=crs,Polar Stereographic (variant A)
5048,"ETRS89 / TM35FIN(N,E)",+proj=utm +zone=35 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5069,"NAD27 / Conus Albers",+proj=aea +lat_0=23 +lon_0=-96 +lat_1=29.5 +lat_2=45.5 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs,Albers Equal Area
5070,"NAD83 / Conus Albers",+proj=aea +lat_0=23 +lon_0=-96 +lat_1=29.5 +lat_2=45.5 +x_0=0 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs,Albers Equal Area
5071,"NAD83(HARN) / Conus Albers",+proj=aea +lat_0=23 +lon_0=-96 +lat_1=29.5 +lat_2=45.5 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Albers Equal Area
5072,"NAD83(NSRS2007) / Conus Albers",+proj=aea +lat_0=23 +lon_0=-96 +lat_1=29.5 +lat_2=45.5 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Albers Equal Area
5105,ETRS89 / NTM zone 5,+proj=tmerc +lat_0=58 +lon_0=5.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5106,ETRS89 / NTM zone 6,+proj=tmerc +lat_0=58 +lon_0=6.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5107,ETRS89 / NTM zone 7,+proj=tmerc +lat_0=58 +lon_0=7.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5108,ETRS89 / NTM zone 8,+proj=tmerc +lat_0=58 +lon_0=8.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5109,ETRS89 / NTM zone 9,+proj=tmerc +lat_0=58 +lon_0=9.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5110,ETRS89 / NTM zone 10,+proj=tmerc +lat_0=58 +lon_0=10.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5111,ETRS89 / NTM zone 11,+proj=tmerc +lat_0=58 +lon_0=11.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5112,ETRS89 / NTM zone 12,+proj=tmerc +lat_0=58 +lon_0=12.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5113,ETRS89 / NTM zone 13,+proj=tmerc +lat_0=58 +lon_0=13.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5114,ETRS89 / NTM zone 14,+proj=tmerc +lat_0=58 +lon_0=14.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5115,ETRS89 / NTM zone 15,+proj=tmerc +lat_0=58 +lon_0=15.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5116,ETRS89 / NTM zone 16,+proj=tmerc +lat_0=58 +lon_0=16.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
